"","农林牧渔","工业","建筑业","批发和零售贸易业","交通运输","住宿和餐饮业","金融保险业","房地产业","其他"
"1",69272574.8660016,536280480.857771,23572157.3328696,67657328.6923574,49043032.2085955,-63385127.5838325,-10419236.1049236,35416003.7673587,170854601.13172
"2",-42906378.9417709,414235488.863897,-160320014.658989,37363014.2609753,79084328.3121763,-62009570.3334146,-163511441.786216,12188184.7006079,22864355.7903984
"3",330896580.171487,1092612503.62095,220920066.1206,170270260.764642,146949250.859329,119724503.772182,71004660.6662489,73542016.9701123,501384186.152449
"4",113109189.493838,763249238.839292,79732437.5051222,80889529.0299624,47586868.3270839,30267285.1135302,31205601.4835237,93368291.7032786,264469356.623997
