"","农林牧渔业","工业","建筑业","批发和零售业","交通运输.仓储和邮政业","住宿和餐饮业","金融业","房地产业","其他行业"
"1",4162.88816159365,20491.4492127012,9375.86535510097,7362.48021997436,630.756935190655,2143.23492718881,1461.47596601259,1622.94682439163,15978.8361060146
"2",-1787.69725425301,-250650.564045541,-6483.81592140815,6655.97030218167,-21321.560715686,-13147.2401980558,-11811.5146857057,509.93019241997,-900.551481107372
"3",-31161.1956235962,242664.38293432,-66043.3825799326,11522.0084355907,60166.0380980305,-3795.81459224682,23342.6620628663,15916.2869130768,164525.551618518
"4",-79674.0607685396,197087.178030646,-178478.633998688,-3349.31048547448,-29749.5709016417,9582.21888040261,60971.0584912182,-15472.0744342187,-122646.399266069
