"","农林牧渔","工业","建筑业","批发和零售贸易业","交通运输","住宿和餐饮业","金融保险业","房地产业","其他"
"571",12693107.2733333,240349020.033333,100237519.9,17952299.1,29092310.7766667,12014816.18,16630213.44,32512058.5,159693760.233333
"572",12693107.2733333,240349020.033333,100237519.9,17952299.1,29092310.7766667,12014816.18,16630213.44,32512058.5,159693760.233333
"58",19108872.0733333,272472945.833333,167133119.966667,18839178.3733333,33607787.4666667,11753115.54,16057060.6,35182352.2666667,159648112.366667
"581",19108872.0733333,272472945.833333,167133119.966667,18839178.3733333,33607787.4666667,11753115.54,16057060.6,35182352.2666667,159648112.366667
"582",19108872.0733333,272472945.833333,167133119.966667,18839178.3733333,33607787.4666667,11753115.54,16057060.6,35182352.2666667,159648112.366667
"59",26603745.0733333,277235015.066667,179100160.2,19727016.6633333,34809483.6333333,13115998.1,16202002.03,36351092.0333333,161580263.2
"591",26603745.0733333,277235015.066667,179100160.2,19727016.6633333,34809483.6333333,13115998.1,16202002.03,36351092.0333333,161580263.2
"592",26603745.0733333,277235015.066667,179100160.2,19727016.6633333,34809483.6333333,13115998.1,16202002.03,36351092.0333333,161580263.2
"60",33071656.2733333,309014538.4,218494034.933333,22040489.6766667,36308565.1666667,14503804.5333333,16116359.7466667,39941739.5666667,169537106
"601",33071656.2733333,309014538.4,218494034.933333,22040489.6766667,36308565.1666667,14503804.5333333,16116359.7466667,39941739.5666667,169537106
"602",33071656.2733333,309014538.4,218494034.933333,22040489.6766667,36308565.1666667,14503804.5333333,16116359.7466667,39941739.5666667,169537106
"611",13769314.6333333,254004790.4,109931781.8,22819742.3566667,28572879.1666667,13978038.35,18959199.2233333,35061909.5,181177700.066667
"612",13769314.6333333,254004790.4,109931781.8,22819742.3566667,28572879.1666667,13978038.35,18959199.2233333,35061909.5,181177700.066667
"613",13769314.6333333,254004790.4,109931781.8,22819742.3566667,28572879.1666667,13978038.35,18959199.2233333,35061909.5,181177700.066667
"621",21151351.1566667,283990711.2,183625750.466667,23880107.6233333,33173061.53,13600178.7533333,17938202.6533333,37781511.8666667,182229236.8
"622",21151351.1566667,283990711.2,183625750.466667,23880107.6233333,33173061.53,13600178.7533333,17938202.6533333,37781511.8666667,182229236.8
"623",21151351.1566667,283990711.2,183625750.466667,23880107.6233333,33173061.53,13600178.7533333,17938202.6533333,37781511.8666667,182229236.8
"63",30346058.57,289109231.333333,196422755.8,24946113.7833333,34200266.1666667,15171695.2366667,18429299.1766667,37770493.7333333,185836880.6
"631",30346058.57,289109231.333333,196422755.8,24946113.7833333,34200266.1666667,15171695.2366667,18429299.1766667,37770493.7333333,185836880.6
"632",30346058.57,289109231.333333,196422755.8,24946113.7833333,34200266.1666667,15171695.2366667,18429299.1766667,37770493.7333333,185836880.6
"64",38309892.6,320201092.766667,239583828.2,27874718.3033333,35090510.1666667,16759021.7466667,18031534.75,42796383.4333333,195087494.4
"641",38309892.6,320201092.766667,239583828.2,27874718.3033333,35090510.1666667,16759021.7466667,18031534.75,42796383.4333333,195087494.4
"642",38309892.6,320201092.766667,239583828.2,27874718.3033333,35090510.1666667,16759021.7466667,18031534.75,42796383.4333333,195087494.4
